ATTRIBUTES:

Attribute #1:C:\Users\labpc\Documents\EEE 5354 L\Diode-Resistor Sweep.ics
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:DIODE/RESISTOR  04/18/2026  17:09:20
DATE:04/18/2026
TIME:17:09:20

CONDITIONS:

ID:,A,
UNIT:,SMU1,
MODE: CONST,
VALUE:,0

ID:,K,
UNIT:,SMU2,
MODE: SWEEP,
START:,-2,
STOP:,5,
PNTS:,150,
STEP:,0.0469799

DATA:  DIODE/RESISTOR  04/18/2026  17:09:20

VD,ID,
-2.00000000E+000,-5.03850000E-002,
-1.95394737E+000,-4.91510000E-002,
-1.90789474E+000,-4.81800000E-002,
-1.86184211E+000,-4.70960000E-002,
-1.81578947E+000,-4.59860000E-002,
-1.76973684E+000,-4.48700000E-002,
-1.72368421E+000,-4.37300000E-002,
-1.67763158E+000,-4.25950000E-002,
-1.63157895E+000,-4.14560000E-002,
-1.58552632E+000,-4.03100000E-002,
-1.53947368E+000,-3.91660000E-002,
-1.49342105E+000,-3.80100000E-002,
-1.44736842E+000,-3.68650000E-002,
-1.40131579E+000,-3.57150000E-002,
-1.35526316E+000,-3.45610000E-002,
-1.30921053E+000,-3.34050000E-002,
-1.26315789E+000,-3.22490000E-002,
-1.21710526E+000,-3.10900000E-002,
-1.17105263E+000,-2.99250000E-002,
-1.12500000E+000,-2.87700000E-002,
-1.07894737E+000,-2.76050000E-002,
-1.03289474E+000,-2.64410000E-002,
-9.86842105E-001,-2.52700000E-002,
-9.40789474E-001,-2.41050000E-002,
-8.94736842E-001,-2.29410000E-002,
-8.48684211E-001,-2.17700000E-002,
-8.02631579E-001,-2.06000000E-002,
-7.56578947E-001,-1.94300000E-002,
-7.10526316E-001,-1.82550000E-002,
-6.64473684E-001,-1.70800000E-002,
-6.18421053E-001,-1.59050000E-002,
-5.72368421E-001,-1.47300000E-002,
-5.26315789E-001,-1.35500000E-002,
-4.80263158E-001,-1.23750000E-002,
-4.34210526E-001,-1.12000000E-002,
-3.88157895E-001,-1.00230000E-002,
-3.42105263E-001,-8.84250000E-003,
-2.96052632E-001,-7.66520000E-003,
-2.50000000E-001,-6.48400000E-003,
-2.03947368E-001,-5.30510000E-003,
-1.57894737E-001,-4.12650000E-003,
-1.11842105E-001,-2.94400000E-003,
-6.57894737E-002,-1.76200000E-003,
-1.97368421E-002,-5.81140000E-004,
2.63157895E-002,5.99590000E-004,
7.23684211E-002,1.78100000E-003,
1.18421053E-001,2.96100000E-003,
1.64473684E-001,4.13890000E-003,
2.10526316E-001,5.31200000E-003,
2.56578947E-001,6.49000000E-003,
3.02631579E-001,7.67210000E-003,
3.48684211E-001,8.84910000E-003,
3.94736842E-001,1.00250000E-002,
4.40789474E-001,1.12100000E-002,
4.86842105E-001,1.23900000E-002,
5.32894737E-001,1.35600000E-002,
5.78947368E-001,1.47350000E-002,
6.25000000E-001,1.59150000E-002,
6.71052632E-001,1.70800000E-002,
7.17105263E-001,1.82550000E-002,
7.63157895E-001,1.94250000E-002,
8.09210526E-001,2.05960000E-002,
8.55263158E-001,2.17650000E-002,
9.01315789E-001,2.29300000E-002,
9.47368421E-001,2.41000000E-002,
9.93421053E-001,2.52650000E-002,
1.03947368E+000,2.64350000E-002,
1.08552632E+000,2.75960000E-002,
1.13157895E+000,2.87550000E-002,
1.17763158E+000,2.99150000E-002,
1.22368421E+000,3.10750000E-002,
1.26973684E+000,3.22300000E-002,
1.31578947E+000,3.33900000E-002,
1.36184211E+000,3.45500000E-002,
1.40789474E+000,3.57090000E-002,
1.45394737E+000,3.68860000E-002,
1.50000000E+000,3.80500000E-002,
1.54605263E+000,3.92300000E-002,
1.59210526E+000,4.04210000E-002,
1.63815789E+000,4.16200000E-002,
1.68421053E+000,4.28200000E-002,
1.73026316E+000,4.40200000E-002,
1.77631579E+000,4.52100000E-002,
1.82236842E+000,4.64060000E-002,
1.86842105E+000,4.75960000E-002,
1.91447368E+000,4.87750000E-002,
1.96052632E+000,4.99650000E-002,
2.00657895E+000,5.11110000E-002,
2.05263158E+000,5.22400000E-002,
2.09868421E+000,5.33500000E-002,
2.14473684E+000,5.42360000E-002,
2.19078947E+000,5.44110000E-002,
2.23684211E+000,5.31810000E-002,
2.28289474E+000,5.37510000E-002,
2.32894737E+000,5.47010000E-002,
2.37500000E+000,5.59250000E-002,
2.42105263E+000,5.69500000E-002,
2.46710526E+000,5.76310000E-002,
2.51315789E+000,5.81910000E-002,
2.55921053E+000,5.94060000E-002,
2.60526316E+000,5.98350000E-002,
2.65131579E+000,6.02610000E-002,
2.69736842E+000,6.03850000E-002,
2.74342105E+000,6.16910000E-002,
2.78947368E+000,6.17200000E-002,
2.83552632E+000,6.26640000E-002,
2.88157895E+000,6.37820000E-002,
2.92763158E+000,6.46020000E-002,
2.97368421E+000,6.70090000E-002,
3.01973684E+000,6.86650000E-002,
3.06578947E+000,6.90920000E-002,
3.11184211E+000,7.00570000E-002,
3.15789474E+000,7.32310000E-002,
3.20394737E+000,7.41460000E-002,
3.25000000E+000,7.62440000E-002,
3.29605263E+000,7.74420000E-002,
3.34210526E+000,7.87510000E-002,
3.38815789E+000,8.08600000E-002,
3.43421053E+000,8.29160000E-002,
3.48026316E+000,8.42670000E-002,
3.52631579E+000,8.48120000E-002,
3.57236842E+000,8.60600000E-002,
3.61842105E+000,8.74710000E-002,
3.66447368E+000,8.90200000E-002,
3.71052632E+000,9.03890000E-002,
3.75657895E+000,9.18460000E-002,
3.80263158E+000,9.32850000E-002,
3.84868421E+000,9.45550000E-002,
3.89473684E+000,9.62140000E-002,
3.94078947E+000,9.76940000E-002,
3.98684211E+000,9.91320000E-002,
4.03289474E+000,9.99870000E-002,
4.07894737E+000,9.99790000E-002,
4.12500000E+000,9.99870000E-002,
4.17105263E+000,9.99870000E-002,
4.21710526E+000,9.99790000E-002,
4.26315789E+000,9.99870000E-002,
4.30921053E+000,9.99870000E-002,
4.35526316E+000,9.99870000E-002,
4.40131579E+000,9.99870000E-002,
4.44736842E+000,9.99870000E-002,
4.49342105E+000,9.99870000E-002,
4.53947368E+000,9.99790000E-002,
4.58552632E+000,9.99790000E-002,
4.63157895E+000,9.99870000E-002,
4.67763158E+000,9.99870000E-002,
4.72368421E+000,9.99870000E-002,
4.76973684E+000,9.99870000E-002,
4.81578947E+000,9.99870000E-002,
4.86184211E+000,9.99870000E-002,
4.90789474E+000,9.99870000E-002,
4.95394737E+000,9.99870000E-002,
5.00000000E+000,9.99870000E-002,

TEST RESULTS:  DIODE/RESISTOR  04/18/2026  17:09:20


